Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,,,,,,
Hyakka Yakou,PSV,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,,,,,,
San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.0,0.0,0.01,0.0,,,,,,
Fuun Shinsengumi Bakumatsuden Portable,PSP,2009.0,Action,From Software,0.01,0.0,0.0,0.0,,,,,,
Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.0,0.01,0.0,0.0,66.0,7.0,5.7,16.0,SCEA,E10+
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,,,,,,
Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,0.0,0.0,0.01,0.0,,,,,,
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,,,,,,
Homeworld Remastered Collection,PC,,Strategy,,0.0,0.01,0.0,0.0,86.0,49.0,8.2,324.0,Gearbox Software,E10+
Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,,,,,,
Sherlock Holmes: The Devil's Daughter,PC,2016.0,Adventure,Bigben Interactive,0.0,0.01,0.0,0.0,65.0,18.0,7.3,72.0,Frogwares,T
Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,,,,,,
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,,,,,,
Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,,,,,,
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,,,,,,
Satisfashion,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,,,tbd,,XS Games,E
Truck Racer,Wii,2009.0,Racing,Nordic Games,0.0,0.01,0.0,0.0,,,,,,
Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,80.0,20.0,8.1,16.0,Terminal Reality,T
Shorts,DS,,Platform,Unknown,0.01,0.0,0.0,0.0,,,tbd,,Artificial Mind and Movement,E10+
K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,0.01,0.01,0.0,0.0,,,,,,
Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,56.0,9.0,tbd,,KCEJ,T
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,,,,,,
Casper,GBA,2002.0,Adventure,Microids,0.01,0.0,0.0,0.0,,,,,,
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,,0.0,0.0,0.01,0.0,,,,,,
Adventure Time: The Secret of the Nameless ,X360,2014.0,Adventure,Little Orbit,0.01,0.0,0.0,0.0,,,,,,
Football Manager 2005,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,,,,,,
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
BattleForge,PC,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,75.0,37.0,7,112.0,EA Phenomic,T
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,0.0,0.01,0.0,0.0,,,,,,
Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,,,,,,
Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,,,2.8,11.0,"Torus Games, Little Orbit",E
Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,,,tbd,,Moss,T
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,
Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,2005.0,Misc,,0.01,0.0,0.0,0.0,,,,,,
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,65.0,7.0,tbd,,Full-Fat,E
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,,,,,Activision,E10+
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,,,,,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,0.0,0.0,0.01,0.0,,,,,,
Groovin' Blocks,Wii,2009.0,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,75.0,13.0,8.5,6.0,Empty Clip Studios,E
Aa Megami-samaa,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,,,,,,
Rail Simulator,PC,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,72.0,13.0,6.9,24.0,Kuju Entertainment,E
Banjo-Kazooie,X360,2008.0,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,77.0,17.0,8.2,70.0,4J Studios,E
Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,0.0,0.01,0.0,0.0,,,tbd,,"Torus Games, Little Orbit",E
Bakumatsu Rock,PSP,2014.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,,,,,,
Prototype: Biohazard Bundle,XOne,2016.0,Action,Activision,0.01,0.0,0.0,0.0,56.0,4.0,3.1,14.0,Radical Entertainment,M
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,,,,,,
Family Jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,
Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,0.01,0.0,0.0,0.0,57.0,9.0,5.3,11.0,Beenox,E10+
Thunder Alley,GBA,2004.0,Racing,XS Games,0.01,0.0,0.0,0.0,23.0,4.0,tbd,,Pronto Games,E
Resistance Dual Pack,PS3,2011.0,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,,,tbd,,Insomniac Games,M
BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,,,8.7,26.0,Arc System Works,T
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013.0,Adventure,5pb,0.0,0.0,0.01,0.0,,,,,,
Agatha Christie's The ABC Murders,XOne,2016.0,Adventure,Microids,0.01,0.0,0.0,0.0,66.0,7.0,7.5,8.0,Microids,
Samurai Warriors: Sanada Maru,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,0.0,0.0,0.01,0.0,,,,,,
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,,,,,,
Victory Spike,PS,1996.0,Sports,Imagineer,0.0,0.0,0.01,0.0,,,,,,
Harry Potter and the Chamber of Secrets,PC,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,77.0,8.0,8.4,93.0,KnowWonder,E
Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,37.0,4.0,tbd,,Next Wave Team,E
Brothers in Arms: Furious 4,X360,,Shooter,,0.01,0.0,0.0,0.0,,,,,Gearbox Software,M
MXGP 2,PC,2016.0,Racing,Milestone S.r.l.,0.0,0.01,0.0,0.0,,,,,,
Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,,,,,,
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,0.01,0.0,0.0,0.0,,,,,,
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,,,,,,
Order Up!!,3DS,2011.0,Action,Funbox Media,0.0,0.01,0.0,0.0,,,,,,
Marvel: Ultimate Alliance,PC,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,82.0,22.0,8,52.0,Raven Software,T
Dance with Devils,PSV,2016.0,Action,,0.0,0.0,0.01,0.0,,,,,,
Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,71.0,15.0,7.1,71.0,KING Art,
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Kao the Kangaroo,GBA,2001.0,Platform,Titus,0.01,0.0,0.0,0.0,52.0,8.0,tbd,,Titus Software,E
Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,,,tbd,,iWin,E
Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,,,,,,
Seisou no Amazones,3DS,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,,,,,,
Mahjong Taikai IV,PS3,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
F.E.A.R. Perseus Mandate,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,61.0,27.0,7.3,106.0,TimeGate Studios,M
Farming Simulator 15 Expansion Pack,PC,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,,,,,,
Lumo,PSV,2016.0,Puzzle,Rising Star Games,0.0,0.01,0.0,0.0,,,tbd,,Triple Eh? Ltd,E10+
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016.0,Action,dramatic create,0.0,0.0,0.01,0.0,,,,,,
Agarest Senki: Re-appearance,PS3,,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,,,,,,
Ultraman Fighting Evolution 0,PSP,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,,,,,,
Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,,,,,,
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,90.0,28.0,9.3,1069.0,Ion Storm,M
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,27.0,9.0,3.1,19.0,TDK Mediactive,T
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007.0,Misc,Takara Tomy,0.0,0.0,0.01,0.0,,,,,,
Strider (2014),PS3,2014.0,Platform,Capcom,0.0,0.0,0.01,0.0,,,,,,
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007.0,Misc,Sega,0.0,0.0,0.01,0.0,,,,,,
Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0.0,0.0,0.01,0.0,,,,,,
No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,,,,,,
Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,,,tbd,,Wizarbox,
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,,,,,,
PDC World Championship Darts 2009,Wii,2009.0,Sports,Oxygen Interactive,0.0,0.01,0.0,0.0,,,,,,
Crows: Burning Edge,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,,,,,,
Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015.0,Fighting,Nitroplus,0.0,0.0,0.01,0.0,,,tbd,,Marvelous Inc.,T
Kurogane Kaikitan,PSV,2015.0,Adventure,Minato Station,0.0,0.0,0.01,0.0,,,,,,
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008.0,Misc,Naxat Soft,0.0,0.0,0.01,0.0,,,,,,
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,G.Rev,0.0,0.0,0.01,0.0,,,,,,
Myself; Yourself,PS2,2007.0,Adventure,Yeti,0.0,0.0,0.01,0.0,,,,,,
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,,,,,,
Chaos;Head Noah,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,,,,,,
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,,,,,,
PDC World Championship Darts 2008,PSP,,Sports,Oxygen Interactive,0.01,0.0,0.0,0.0,43.0,7.0,tbd,,Oxygen Interactive,E10+
Dokuro,PSV,2012.0,Action,GungHo,0.0,0.0,0.01,0.0,76.0,26.0,8,18.0,Game Arts,E10+
Starry ? Sky: After Autumn,PSP,2011.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,,,,,,
Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,,,,,,
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,91.0,16.0,4.5,39.0,Headgate,E
Slide Adventure: Mag Kid,DS,2007.0,Action,Nintendo,0.0,0.0,0.01,0.0,,,,,,
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,0.0,0.01,0.0,0.0,,,,,dtp Young Entertainment AG,E
Smuggler's Run,GBA,2002.0,Racing,Rebellion,0.01,0.0,0.0,0.0,41.0,5.0,4.3,12.0,Destination Software,E
Jan Sangoku Musou,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,,,,,,
Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,,,,,,
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.0,0.0,0.01,0.0,,,,,,
CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,0.01,0.0,0.0,0.0,76.0,11.0,tbd,,LSP,T
Durarara!! Relay,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,,,,,,
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,,,,,,
ef - a fairy tale of the two.,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.01,0.0,,,,,,
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,,,,,,
FairlyLife: MiracleDays,PSP,2010.0,Adventure,Piacci,0.0,0.0,0.01,0.0,,,,,,
Goat Simulator,XOne,2016.0,Simulation,Koch Media,0.0,0.01,0.0,0.0,53.0,15.0,6.3,63.0,Coffee Stain Studios,T
Death Connection Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Surf's Up,GC,2007.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,,,tbd,,Ubisoft Montreal,E10+
Rainbow Islands: Revolution,PSP,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,,,,,,
TimeShift,PC,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,71.0,30.0,7.6,124.0,Saber Interactive,M
Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
Chaos;Child,PS4,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,,,,,,
Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,,,,,,
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,,,,,,
Championship Manager 2010,PC,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,,,,,,
Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,86.0,10.0,tbd,,Delphine Software International,E
Dynasty Warriors: Eiketsuden,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,,,,,,
Duel Masters: Shadow of the Code,GBA,2004.0,Misc,Atari,0.01,0.0,0.0,0.0,,,tbd,,Mistic Software,E
Freaky Flyers,GC,,Racing,Unknown,0.01,0.0,0.0,0.0,69.0,14.0,6.5,6.0,Midway,T
The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,80.0,26.0,8,136.0,Starbreeze,M
Happy Dance Collection,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,
Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,,,,,,
Rally Championship,GC,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,63.0,8.0,tbd,,SCi,E
Binary Star,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Conflict: Denied Ops,PC,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,58.0,18.0,4.8,54.0,Pivotal Games,M
Legend of Kay Anniversary,WiiU,2015.0,Action,Nordic Games,0.0,0.01,0.0,0.0,67.0,9.0,7.1,35.0,"Neon Studios, Kaiko",E10+
Musou Tourou,PSP,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,,,,,,
Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Really? Really! DS,DS,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,,,,,,
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,,,,,,
FlatOut: Ultimate Carnage,PC,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,79.0,16.0,7.7,127.0,Bugbear,T
Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,Success,0.0,0.0,0.01,0.0,,,,,,
Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,76.0,20.0,7.3,46.0,Eidos Interactive,T
Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,Nintendo,0.0,0.0,0.01,0.0,70.0,26.0,7.4,72.0,"Nintendo, Nintendo Software Technology",E
Tringo,GBA,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,,,tbd,,Crave,E
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.0,,,,,,
Cities: Skylines Snowfall,PC,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,72.0,16.0,7.1,20.0,Colossal Order,
RalliSport Challenge(JP sales),XB,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,,,,,,
Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,,,,,,
Rondo of Swords (jp sales),DS,2007.0,Role-Playing,Success,0.0,0.0,0.01,0.0,,,,,,
Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,,,,,,
R.B.I. Baseball 2016,PS4,2016.0,Sports,MLB.com,0.01,0.0,0.0,0.0,,,,,,
Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,70.0,8.0,9.2,32.0,Activision Value,E10+
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,,,,,,
Whac-A-Mole,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,,,tbd,,DC Studios,E
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,,,,,,
Kamigami no Asobi InFinite,PSV,2016.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,,,,,,
Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0,,,,,,
H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,,,,,,
Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,49.0,5.0,tbd,,King of the Jungle,E
Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,MTO,0.0,0.0,0.01,0.0,,,,,,
Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,,,,,,
Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,37.0,6.0,tbd,,Jack of All Games,E
The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,,,,,,
Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,,,,,,
Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,44.0,10.0,tbd,,Vicious Cycle,T
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,,,,,,
Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,,,,,,
Natsuzora no Monologue,PSP,2013.0,Adventure,Otomate,0.0,0.0,0.01,0.0,,,,,,
Kenka Banchou Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.01,0.0,,,,,,
The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,,,,,,
Inversion,PC,,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,59.0,6.0,6.7,107.0,Saber Interactive,M
Monster Jam,PC,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,,,5.8,5.0,,
Turbo: Super Stunt Squad,X360,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,,,4.5,10.0,Monkey Bar Games,E
Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,,,,,,
NHL 2K7,XB,2006.0,Sports,Take-Two Interactive,0.01,0.0,0.0,0.0,78.0,8.0,tbd,,Kush Games,E10+
Act of Aggression,PC,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,71.0,37.0,7.1,93.0,Eugen Systems,
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Powerdrome,XB,2004.0,Racing,Evolved Games,0.01,0.0,0.0,0.0,69.0,12.0,7,9.0,Argonaut Games,T
Fallout Anthology,PC,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,,,8.3,12.0,Various,
Monster Bomber,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,55.0,6.0,tbd,,Taito Corporation,E
Hakuouki: Shinsengumi Kitan,PS3,,Adventure,Unknown,0.01,0.0,0.0,0.0,,,,,,
Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,,,,,,
Young Justice: Legacy,X360,2013.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,,,6.2,10.0,Freedom Factory Studios,T
Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,,,,,,
TrackMania Turbo,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,79.0,13.0,6.8,42.0,Nadeo,E
Minds and Mystery: 5 Game Pack,PC,2014.0,Action,Focus Multimedia,0.0,0.01,0.0,0.0,,,,,,
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Cross Edge Dash,X360,2009.0,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,,,,,Compile Heart,T
"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,52.0,10.0,tbd,,Genki,T
Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0,,,,,,
Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,Destineer,0.01,0.0,0.0,0.0,61.0,7.0,7.5,4.0,Magellan Interactive,T
Super Bubble Pop,XB,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,42.0,6.0,tbd,,Runecraft,E
Gobliiins 4,PC,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,54.0,13.0,,,Societe Pollene,
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,0.01,0.0,,,,,,
Myst,PSP,2006.0,Adventure,Midway Games,0.0,0.01,0.0,0.0,69.0,4.0,4.8,5.0,Hoplite Research,E
John Daly's ProStroke Golf,X360,2010.0,Sports,O-Games,0.01,0.0,0.0,0.0,57.0,5.0,,,Gusto Games,E
Chaos;Child,PS3,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,,,,,,
Darkened Skye,GC,2002.0,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,61.0,12.0,6.4,7.0,Boston Animation,T
Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,,,,,,
Cartoon Network Battle Crashers,3DS,2016.0,Action,FuRyu Corporation,0.01,0.0,0.0,0.0,,,tbd,,Magic Pockets,E10+
Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,,,,,,
Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,,,,,,
Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,,,,,,
San-X: Chara Sagashi Land,DS,2007.0,Action,MTO,0.0,0.0,0.01,0.0,,,,,,
Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,,,,,,
Juiced 2: Hot Import Nights,PC,2007.0,Racing,THQ,0.0,0.01,0.0,0.0,61.0,6.0,5,42.0,Juice Games,T
Poker for Dummies,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,,,tbd,,Electronic Arts,T
